record_id,bagobo_text,english_text,tagalog_text,cebuano_text
SENT-0251,"Na, dì man ágkagi tô asu, su asu man.","Now naturally the dog would not speak, because it was a dog.","Ngayon natural na hindi magsasalita ang aso, dahil isa itong aso.","Karon natural nga dili mosulti ang aso, kay aso man kini."
SENT-0252,Dì man ágkagi.,Naturally it would not speak.,Natural na hindi ito magsasalita.,Natural nga dili kini mosulti.
SENT-0253,Labé dán tô asu ágbaringkurung tut sunu katô góddán.,The dog just proceeded to curl up in the corner of the home.,Nagpatuloy lang ang aso sa pagtungkob sa sulok ng bahay.,Mipadayon ra pagtuyok-tuyok ang aso sa suok sa balay.
SENT-0254,Na dutun dán gó tô tábbé i Paladayán.,Then Paladayan’s sister just went there.,Pagkatapos ay pumunta na lamang doon ang kapatid ni Paladayan.,Unya niadto ra didto ang igsoon ni Paladayan.
SENT-0255,"Mà din kun, “Ulit kad migánda dán Paladayán,” mà katô bayi.","She said, “You tell me where Paladayan is now,” said the woman.","Sinabi niya, ""Sabihin mo kung nasaan si Paladayan ngayon,"" sabi ng babae.","Miingon siya, Tug-ani ko kung hain na si Paladayan karon, sulti sa babaye."
SENT-0256,Na ágpalaguy dán tô asu.,Then the dog was running.,Pagkatapos ay tumakbo ang aso.,Unya midagan ang aso.
SENT-0257,"Na áglupugánnù gó katô bayi, su ginsà ák Paladayán ák migánda.","And the woman was chasing it, because she kept asking about where Paladayan is.","At hinabol ito ng babae, dahil patuloy siyang nagtatanong kung nasaan si Paladayan.","Ug gigukod kini sa babaye, tungod kay sige siyag pangutana kung hain si Paladayan."
SENT-0258,"Na dì man gó ágkagi, su ànnà man manubù, su asu man.","Now naturally it would not speak, because it was not a person, because it was a dog.","Ngayon natural na hindi ito magsasalita, dahil hindi ito tao, dahil ito ay aso.","Karon natural nga dili kini mosulti, tungod kay dili kini tawo, tungod kay usa kini ka aso."
SENT-0259,Na idugédügé dì dán pakatónnók tô asu su ágpalaguy tun dalám katô balé.,Then for a while the dog was not able to remain still because they kept running back and forth inside the house.,Pagkatapos ng ilang sandali ay hindi na makapanatiling tahimik ang aso dahil patuloy silang nagtatakbuhan pabalik-balik sa loob ng bahay.,Unya sa makadiyot ang aso wala mapahimutang kay nagpunay silag dinaganay sa sulod sa balay.
SENT-0260,"Na áglupugánnù gó katô bayi, “Ulit kad,” mà din, “migánda dán Paladayán.”","And the woman kept chasing it, “You tell me,” she said, “where Paladayan is now.”","At patuloy na hinahabol ito ng babae, ""Sabihin mo sa akin,"" sabi niya, ""kung nasaan si Paladayan ngayon.""","Ug nagpadayon paggukod ang babaye niini, Tug-ani ko, matod niya, kung hain na si Paladayan karon."
SENT-0261,"Na, ándà dán kadugé, mà katô asu, “Pasinsiya kó.”","Then before long, the dog said, “Excuse me.”","Pagkatapos ay hindi nagtagal, nagsalita ang aso, ""Ipagpaumanhin mo.""","Wala madugay, miingon ang aso, Pasayloa ko."
SENT-0262,"“Yakó ágrákád kanak,” mà kun katô asu.","“Do not blame me,” the dog said.","Huwag mo akong sisihin, sabi ng aso.","Ayaw kog basula, matod sa aso."
SENT-0263,“Diya ágtaba áknikó su asu a man.”,“I would not answer you because naturally I am a dog.”,Hindi kita sasagutin dahil natural na isa akong aso.,Dili unta ko motubag nimo kay natural nga aso ko.
SENT-0264,Manan ka sumigi ka kanak minsa?” mà katô asu.,“Why do you keep on asking me?” said the dog.,Bakit ba patuloy mo akong tinatanong? sabi ng aso.,Ngano man nga sige man kag pangutana nako? sulti sa aso.
SENT-0265,"“Na, yakó,” mà din, “gótép su duwán dumunggù ákniyu,” mà katô asu.","“Now do not,” it said, “talk because there is something bad that will come to you all,” said the dog.","Ngayon ay huwag ka nang, sabi nito, ""magsalita dahil may masamang mangyayari sa inyong lahat,"" sabi ng aso.","Karon ayaw, matod niya, pagsulti tungod kay adunay daotan nga moabot kaninyong tanan, matod sa aso."
SENT-0266,"Na, itagatdagad, ágdunggù ás Paladayán.","Now after a short time, Paladayan arrived.","Ngayon pagkaraan ng maikling sandali, dumating si Paladayan.","Karon paglabay sa mubong panahon, niabot si Paladayan."
SENT-0267,Na mikónsad ás Paladayán.,Then Paladayan happened to sit down.,Pagkatapos ay naupo si Paladayan.,Unya milingkod si Paladayan.
SENT-0268,"Na, ándin é kuwa nu, su ágsámmuk man dán gó yan wayig tikud dutut siyung katô balé i Paladayán.","Now what do you know, because a river was now flowing out from under Paladayan’s house.","Ngayon ano ang iisipin mo, dahil may ilog na ngayong umaagos mula sa ilalim ng bahay ni Paladayan.","Karon kahibalo ka ba, nga aduna nay suba nga nag-agas gikan sa ilawom sa balay ni Paladayan."
SENT-0269,Ágsámmuk dán gó yan dakál wayig.,That big river then was flowing out.,Ang malaking ilog na iyon ay umaagos palabas.,Kanang dako nga suba mao na unyay nag-agas.
SENT-0270,Nandin é kuwa nu?,"Now, what do you know?","Ngayon, ano ang iisipin mo?","Karon, unsay imong nahibal-an?"
SENT-0271,"Tô balé i Paladayán, ándà dán kitayi.","As for Paladayan’s house, there was nothing to be seen of it.","Tungkol sa bahay ni Paladayan, wala nang makikita mula rito.","Bahin sa balay ni Paladayan, wala na gyuy makita bahin niini."
SENT-0272,"Ándà dán kitayi, tun dát dalám ák wayig.","There was nothing to be seen of it, it was already inside the river.","Wala nang makikita rito, nasa loob na ito ng ilog.","Wala na gyuy makita gikan niini, anaa na kini sa sulod sa suba."
SENT-0273,"Na, yan dád man é ibaluyan katô asu i Paladayán, agad tô mga gabatá din, ibaluy pawikan.","Now the thing that Paladayan’s dog was transformed into, even Paladayan’s children, they were transformed into turtles.","Ngayon ang naging anyo ng aso ni Paladayan, maging ang mga anak ni Paladayan, sila ay naging mga pagong.","Karon ang nausab nga porma sa aso ni Paladayan, hasta ang mga anak ni Paladayan, nahimo silang mga bao."
SENT-0274,Pasikánnamkánnam tun bówó katô wayig é pawikan.,Each one of those turtles was crawling slowly at the surface of the river.,Bawat isa sa mga pagong na iyon ay mabagal na gumagapang sa ibabaw ng ilog.,"Ang matag usa niadtong mga bao, hinay-hinay nga nagkamang sa ibabaw sa suba."
SENT-0275,"Na dun dán, ándà man dán ás Paladayán, su tun man dán dalám ka wayig su igsámmukan man gó katô wayig.","Now he was gone, Paladayan was no more, because he was now in the river because the river had engulfed him.","Ngayon ay wala na siya, wala na si Paladayan, dahil nasa ilog na siya ngayon dahil nilamon na siya ng ilog.","Karon wala na siya, wala na si Paladayan, kay anaa na siya sa suba tungod kay gilamoy na siya sa suba."
SENT-0276,Na dutun dán dalám.,And he was now in it.,At naroon na siya ngayon sa loob nito.,Ug anaa na siya karon sa sulod niini.
SENT-0277,Pángnga dán.,It is finished now.,Tapos na ngayon.,Nahuman na kini karon.
SENT-0278,Ás Karapungát asta ás Patulangán,Karapungat and Patulangan,Sina Karapungat at Patulangan,Karapungat ug Patulangan
SENT-0279,"Ás Karapungát asta ás Patulangán, sunnud katig ka tógó asta palandag.","Karapungat and Patulangan, they were very skilled at playing a plucked bamboo instrument and a flute.","Sina Karapungat at Patulangan, napakahusay nila sa pagtugtog ng kinakalabit na instrumentong kawayan at plawta.","Si Karapungat ug Patulangan, batid kaayo sila nga mutugtog sa kinablit nga kawayang instrumento ug sa plawta."
SENT-0280,"Duwán sábbad álló, mapun, sikandan, ágpabandáyé siráb katô kayu tut mallung.","There was a day, in the afternoon, they were playing musical instruments together under a tree in the shade.","May isang araw, sa hapon, magkasama silang tumutugtog ng mga instrumentong musikal sa ilalim ng puno sa lilim.","Adunay usa ka adlaw, sa hapon, nagdungan silag tugtog og mga instrumento sa musika sa ilawom sa landong sa punoan sa kahoy."
SENT-0281,"Tákkó tô limaták, migkápit tut susu i Patulangán.",Suddenly a leech clung to Patulangan’s breast.,Biglang may limatik na kumapit sa dibdib ni Patulangan.,Kalit nga dunay limatik nga nipilit sa dughan ni Patulangan.
SENT-0282,Migkita si Patulangán katô!,Patulangan saw it!,Nakita ito ni Patulangan!,Nakita kini ni Patulangan!
SENT-0283,Mikurágging áskandin!,She screamed!,Sumigaw siya!,Naninggit siya!
SENT-0284,Migpatabangtabang ki Karapungát!,She called to Karapungat for help!,Tumawag siya kay Karapungat para humingi ng tulong!,Nangayo siyag tabang kay Karapungat!
SENT-0285,Migkarit i Karapungát katô palandag din!,Karapungat flicked it off with his flute!,Tinabig ito ni Karapungat gamit ang kanyang plawta!,Gitikwang kini ni Karapungat gamit ang iyang plawta!
SENT-0286,"Takud taddó tô migkarit din tô limaták, tákkó tô wayig migtubù tun ta tindággan dan","From the moment he flicked off the leech, suddenly water gushed out where they stood.","Mula noong sandaling maitabig niya ang limatik, biglang bumulwak ang tubig sa kanilang kinatatayuan.","Sukad sa higayon nga natikwang niya ang limatik, kalit lang mibuhagay ang tubig sa ilang gibarogan."
SENT-0287,Mináddangan sikandan katô!,They became afraid of it!,Natakot sila rito!,Nahadlok sila niini!
SENT-0288,Na migpalaguy!,Then they ran away!,Pagkatapos ay tumakbo sila!,Unya midagan sila!
SENT-0289,Na migpasuwayé!,And they went in different directions!,At nagpunta sila sa magkaibang direksyon!,Ug nagbuwag sila sa nagkalain-laing direksiyon!
SENT-0290,"Na agad ándà é gukitán dan, ándà é ágpalaguyan, ágtákkás tô wayig asta misautan.","Then wherever they went, wherever they ran, the water kept following them until they were overtaken.","Pagkatapos kahit saan sila magpunta, kahit saan sila tumakbo, patuloy silang sinusundan ng tubig hanggang sa inabutan sila.","Unya bisan asa sila paingon, bisan asa sila modagan, padayon silang gisundan sa tubig hangtod nga naabtan sila."
SENT-0291,"Na minému ás Karapungát wayig ta kasili, asta ás Patulangán pagsik, minému wayig na migtuddá dutut wayig Karapungát.","Then Karapungat became a river for eels, and Patulangan also became a river that joined the Karapungat River.","Pagkatapos si Karapungat ay naging isang ilog para sa mga igat, at si Patulangan din ay naging isang ilog na sumanib sa Ilog Karapungat.","Unya nahimong suba alang sa mga kasili si Karapungat, ug si Patulangan nahimo usab nga suba nga misumpay sa Suba sa Karapungat."
SENT-0292,"Ni wayig ni, kitanán ta taddó át baryu ka Kisante, Makilala, North Cotabato.","As for this river, we can see it there at Barrio Kisante, Makilala, North Cotabato.","Tungkol sa ilog na ito, makikita natin ito doon sa Baryo Kisante, Makilala, North Cotabato.","Bahin niining suba, makita nato kini didto sa Baryo Kisante, Makilala, North Cotabato."
SENT-0293,"Tun ta pagtuù katô mga nitibu, dì mému pakalayagé tô mga mataladi asta mga talatabbé.","In the belief of the indigenous people, it is not permissible for close relatives or siblings to marry each other.","Sa paniniwala ng mga katutubo, hindi pinahihintulutan na magpakasal sa isa't isa ang magkakamag-anak o magkapatid.","Sa pagtuo sa mga lumad, wala ginatugot nga magpakasal ang suod nga magkadugo o managsoon."
SENT-0294,"Takud ta sikandan, mému ganitan mabaluy wayig ó kasili.","From their time on, those who violate the taboo will be transformed into a river or an eel.","Mula sa kanilang panahon, ang sinumang lumabag sa ipinagbabawal ay magiging ilog o igat.","Gikan sa ilang panahon, kadtong makalapas sa ginadili kay himuong suba o kasili."
SENT-0296,Ás Malingling,Malingling,Malingling,Malingling
SENT-0297,"Ás Malingling, dakál kasili.","Malingling, he was a big eel.","Si Malingling, siya ay isang malaking igat.","Si Malingling, dako siya nga kasili."
SENT-0298,"Dakál kasili, su igkita a katô igukit i Malingling tô migliyu tut Subuwan.","He was a big eel, because I saw where Malingling passed through when he went around Subuwan.","Siya ay isang malaking igat, dahil nakita ko kung saan dumaan si Malingling noong umikot siya sa Subuwan.","Dako siya nga kasili, tungod kay nakita nako kung asa miagi si Malingling sa dihang mituyok siya sa Subuwan."
SENT-0299,"Iringó kapù kani é kaluwag, na mga duwa mitrus.","His width was like this, about two meters.","Ang lapad niya ay ganito, halos dalawang metro.","Ingon niini ang iyang gilapdon, duol sa duha ka metro."
SENT-0300,"Itumpag gó tô tanà igukit i Malingling igsadun tut Subuwan, su migakaran katô dadang.","The ground was destroyed where Malingling had passed through to go to Subuwan, because the shrimp had deceived him.","Ang lupa ay nasira kung saan dumaan si Malingling para pumunta sa Subuwan, dahil nilinlang siya ng hipon.","Nadaot ang yuta kon asa niagi si Malingling paingon sa Subuwan, tungod kay gilimbongan siya sa pasayan."
SENT-0301,"Mà katô dadang, “Kédu din ka manubù,” su ágkapánnas dán ágkamáté.","The shrimp said, “Pity the people,” because they were being decimated and dying.","Sinabi ng hipon, ""Naaawa ako sa mga tao,"" dahil sila ay nauubos at namamatay.","Miingon ang pasayan, Kaluoy sa mga tawo, tungod kay nangahurot ug nangamatay na sila."
SENT-0302,"Áglámáddán i Malingling, agad tô patákkásé dád matalláng, tô gabayi kapù, gamama na matallángngù man tô ágpatákkásé.","Malingling was swallowing them, even those who just accompanied each other properly, for example women and men.","Nilulunok sila ni Malingling, kahit na yung magkasama lang ng maayos, halimbawa mga babae at lalaki.","Gilamoy sila ni Malingling, bisan kadtong nanagkuyog lang og tarong, pananglitan mga babaye ug lalaki."
SENT-0303,"Na, ámmugán i Malingling tô wayig.",Now Malingling would hold water in his mouth.,Ngayon si Malingling ay nag-iipon ng tubig sa kanyang bibig.,Karon magpondo og tubig si Malingling sa iyang baba.
SENT-0304,"Ámmugán din tô wayig, na sumámmuk dán dakál wayig.","He would hold water in his mouth, and it would then flow out like a big river.","Mag-iipon siya ng tubig sa kanyang bibig, at pagkatapos ay aagos ito palabas na parang malaking ilog.","Magpondo siyag tubig sa iyang baba, ug unya mobuhagay kini sama sa dako nga suba."
SENT-0305,Manud dán tô manubù malánád.,The people would then be washed away and drowned.,Pagkatapos ay maanod at malulunod ang mga tao.,Pagkahuman kay maanod ug malumos ang mga tawo.
SENT-0306,Na ágkannán dán i Malingling.,Now Malingling was eating them.,Ngayon kinakain sila ni Malingling.,Karon gipang-kaon sila ni Malingling.
SENT-0307,Áglámáddán dán i Malingling.,Malingling was swallowing them.,Nilulunok sila ni Malingling.,Gipang-lamoy sila ni Malingling.
SENT-0308,"Na, mà katô dadang, “Kédu din ka manubù ágkapánnas dán,” áglámáddán i Malingling.","Now the shrimp said, “Pity the people who are already being decimated,” Malingling was swallowing them.","Ngayon sabi ng hipon, ""Maawa ka sa mga tao na nauubos na,"" nilulunok sila ni Malingling.","Karon miingon ang pasayan, Kaluoy sa mga tawo nga nangahurot na, kay gilamoy sila ni Malingling."
SENT-0309,"Yaka pa,” mà kun katô dadang, su tô banuwa i Malingling tut wayig ágngadanán Ballawán na dadan dutun ta Kabacan.","“Wait for a while,” said the shrimp, because Malingling’s place was at the river named Ballawan that is toward Kabacan.","Maghintay ka sandali, sabi ng hipon, dahil ang lugar ni Malingling ay sa ilog na nagngangalang Ballawan na patungong Kabacan.","Paghulat makadiyot, matod sa pasayan, kay ang lugar ni Malingling kay anaa sa suba nga ginganlag Ballawan paingon sa Kabacan."
